{}																																																
Co./Last Name	First Name	Addr 1 - Line 1	Addr 1 - Line 2	Addr 1 - Line 3	Addr 1 - Line 4	Inclusive	Invoice No.	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Discount	Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Tax Amount	Freight Amount	Freight Tax Code	Freight Tax Amount	Sale Status	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Authorisation Code	BSB	Account Number	Drawer/Account Name	Cheque Number	Category	Card ID	Record ID
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033156	18/3/2024	MANAGEMENT	Star Track Express	A	HBCVS2	10	Cosmetic Brush Cleaner 500ml	$15.51 	0%	$155.09 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$15.51 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033156	18/3/2024	MANAGEMENT	Star Track Express	A	DMALG50B	15	Lip Gloss Wands Bamboo Handle	$12.45 	0%	$186.81 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$18.69 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
																																																
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033186	23/3/2024	MANAGEMENT	Star Track Express	A	EMRAR2	20	"Eye Make up Remover 250ml, WILL SEND THIS SEPARATELY,DUE TO OUT OF STOCK, ETA THIS WEEK. OUR APOLOGIES"	$10.31 	0%	$206.18 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$20.62 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033186	23/3/2024	MANAGEMENT	Star Track Express	A	HSSAQHS	6	Aqium Hand Sanitizer 375 ml	$6.78 	0%	$40.69 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$4.07 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033186	23/3/2024	MANAGEMENT	Star Track Express	A	DMALG50B	10	Lip Gloss Wands Bamboo Handle	$12.46 	0%	$124.55 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$12.45 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
																																																
South East Asia Beauty/Mount Gravat QLD		South East Asia Beauty/Mount Gravat QLD	Attention: Visha Moris	Shopping Village 123	888 Beauty Parade	X	00033176	21/3/2024		Star Track Express	A	FHC	1	Standard Freight & Handling	$94.74 	0%	$94.74 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Mount Gravat QLD					GST	$9.47 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5426
																																																
South East Asia Beauty/Karrinyup WA		South East Asia Beauty/Karrinyup WA	Attn: Mary-Ann Lynn	Shopping Village 123	888 Beauty Parade	X	00033175	21/3/2024	SMT	Star Track Express	A	FHC	1	Standard Freight & Handling	$44.92 	0%	$44.92 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Karrinyup WA					GST	$4.49 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5097
																																																
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	DMWLA96	2	Latex Make-up Wedges (96/pack)	$28.64 	0%	$57.27 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$5.73 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	CPLMS2	10	Bottle PET Mist Spray 250ml	$3.62 	0%	$36.18 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$3.62 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	DTICU90	40	"Cube Tissue 2ply, 90/pk"	$1.69 	0%	$67.64 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$6.76 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	HBCVS2	5	Cosmetic Brush Cleaner 500ml	$15.51 	0%	$77.55 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$7.75 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	HSSAQHS	8	Aqium Hand Sanitizer 375 ml	$6.78 	0%	$54.25 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$5.43 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	DMALB50	10	Disposable Lip Brushes (50pk)	$9.97 	0%	$99.72 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$9.98 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	DCTBA200	20	Cotton Tips Bamboo Stick 200pk	$3.18 	0%	$63.64 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$6.36 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
																																																
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033210	24/3/2024		Capital Transport	A	DMAMWB	5	Dis Mascara Wands Bamboo 100pk	$21.56 	0%	$107.82 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$10.78 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033210	24/3/2024		Capital Transport	A	HSSAQHS	10	Aqium Hand Sanitizer 375 ml	$6.78 	0%	$67.82 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$6.78 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033210	24/3/2024		Capital Transport	A	DCTBA200	5	Cotton Tips Bamboo Stick 200pk	$3.18 	0%	$15.91 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$1.59 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033210	24/3/2024		Capital Transport	A	DTICU90	100	"Cube Tissue 2ply, 90/pk"	$1.69 	0%	$169.09 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$16.91 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
																																																
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033186	23/3/2024	MANAGEMENT	Star Track Express	A	FHC	1	Standard Freight & Handling	$20.68 	0%	$20.68 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$2.07 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
																																																
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033210	24/3/2024		Capital Transport	A	FHC	1	Standard Freight & Handling	$26.07 	0%	$26.07 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$2.61 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
																																																
South East Asia Beauty/Forest Place Perth CBD		South East Asia Beauty/Forest Place Perth CBD	Attention: Junita Sriwati	Shopping Village 123	888 Beauty Parade	X	00033209	24/3/2024		Star Track Express	A	FHC	1	Standard Freight & Handling	$98.09 	0%	$98.09 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Forest Place Perth CBD					GST	$9.80 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5243
																																																
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033216	25/3/2024	MANAGEMENT	Star Track Express	A	DMAMWB	6	Dis Mascara Wands Bamboo 100pk	$21.56 	0%	$129.38 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$12.94 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033216	25/3/2024	MANAGEMENT	Star Track Express	A	EMRAR2	6	Eye Make up Remover 250ml	$10.31 	0%	$61.85 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$6.19 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033216	25/3/2024	MANAGEMENT	Star Track Express	A	HBCVS2	2	Cosmetic Brush Cleaner 500ml	$15.51 	0%	$31.02 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$3.10 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033216	25/3/2024	MANAGEMENT	Star Track Express	A	DMALB50	6	Disposable Lip Brushes (50pk)	$9.97 	0%	$59.83 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$5.99 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033216	25/3/2024	MANAGEMENT	Star Track Express	A	HSSIS	6	Isocol Antiseptic Alcohol345ml	$11.28 	0%	$67.70 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$6.76 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
																																																
South East Asia Beauty/Parramatta NSW		South East Asia Beauty/Parramatta NSW	Attention: Missa Kulia	Shopping Village 123	888 Beauty Parade	X	00033217	25/3/2024	SYDNEY SMT	Fastway Sydney Metro	A	DGLPFNBM	2	Gloves PF Nitrile BLACK Medium	$12.99 	0%	$25.98 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Parramatta NSW					GST	$2.60 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4305
South East Asia Beauty/Parramatta NSW		South East Asia Beauty/Parramatta NSW	Attention: Missa Kulia	Shopping Village 123	888 Beauty Parade	X	00033217	25/3/2024	SYDNEY SMT	Fastway Sydney Metro	A	EMRAR2	25	Eye Make up Remover 250ml	$10.31 	0%	$257.73 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Parramatta NSW					GST	$25.77 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4305
South East Asia Beauty/Parramatta NSW		South East Asia Beauty/Parramatta NSW	Attention: Missa Kulia	Shopping Village 123	888 Beauty Parade	X	00033217	25/3/2024	SYDNEY SMT	Fastway Sydney Metro	A	HSSAQHS	10	Aqium Hand Sanitizer 375 ml	$6.78 	0%	$67.82 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Parramatta NSW					GST	$6.78 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4305
South East Asia Beauty/Parramatta NSW		South East Asia Beauty/Parramatta NSW	Attention: Missa Kulia	Shopping Village 123	888 Beauty Parade	X	00033217	25/3/2024	SYDNEY SMT	Fastway Sydney Metro	A	HBCVS2	4	Cosmetic Brush Cleaner 500ml	$15.51 	0%	$62.03 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Parramatta NSW					GST	$6.21 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4305
South East Asia Beauty/Parramatta NSW		South East Asia Beauty/Parramatta NSW	Attention: Missa Kulia	Shopping Village 123	888 Beauty Parade	X	00033217	25/3/2024	SYDNEY SMT	Fastway Sydney Metro	A	DCTBA200	10	Cotton Tips Bamboo Stick 200pk	$3.18 	0%	$31.82 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Parramatta NSW					GST	$3.18 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4305
South East Asia Beauty/Parramatta NSW		South East Asia Beauty/Parramatta NSW	Attention: Missa Kulia	Shopping Village 123	888 Beauty Parade	X	00033217	25/3/2024	SYDNEY SMT	Fastway Sydney Metro	A	FHC	1	Standard Freight & Handling	$22.65 	0%	$22.65 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Parramatta NSW					GST	$2.26 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4305
																																																
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033216	25/3/2024	MANAGEMENT	Star Track Express	A	FHC	1	Standard Freight & Handling	$32.21 	0%	$32.21 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$3.22 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
																																																
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033155	26/3/2024		Star Track Express	A	MISC	1	"Eye Makeup Remover were out of stock, the stock just arrived, our apologies for the inconvenience"	$0.00 	0%	$0.00 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$0.00 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033155	26/3/2024		Star Track Express	A	EMRAR2	5	"Eye Make up Remover 250ml, short supplied ordered on the 18th"	$10.31 	0%	$51.55 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$5.15 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033155	26/3/2024		Star Track Express	A	EMRAR2	20	Eye Make up Remover 250ml	$10.31 	0%	$206.18 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$20.62 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
																																																
South East Asia Beauty/Macquarie Centre NSW		South East Asia Beauty/Macquarie Centre NSW	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033220	26/3/2024		Fastway Sydney Metro	A	MISC	1	"These were not supplied earlier due to out of stock, the stock just arrived, our apologies"	$0.00 	0%	$0.00 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Macquarie Centre NSW					GST	$0.00 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3505
South East Asia Beauty/Macquarie Centre NSW		South East Asia Beauty/Macquarie Centre NSW	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033220	26/3/2024		Fastway Sydney Metro	A	EMRAR2	5	Eye Make up Remover 250ml	$10.31 	0%	$51.55 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Macquarie Centre NSW					GST	$5.15 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3505
																																																
South East Asia Beauty/Mount Gravat QLD		South East Asia Beauty/Mount Gravat QLD	Attention: Visha Moris	Shopping Village 123	888 Beauty Parade	X	00033221	26/3/2024		Star Track Express	A	MISC	1	"The Eye Makeup Remover were out of stock hence these were not supplied, the stock just arrived, our apologies"	$0.00 	0%	$0.00 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Mount Gravat QLD					GST	$0.00 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5426
South East Asia Beauty/Mount Gravat QLD		South East Asia Beauty/Mount Gravat QLD	Attention: Visha Moris	Shopping Village 123	888 Beauty Parade	X	00033221	26/3/2024		Star Track Express	A	EMRAR2	10	Eye Make up Remover 250ml	$10.31 	0%	$103.09 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Mount Gravat QLD					GST	$10.31 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5426
South East Asia Beauty/Mount Gravat QLD		South East Asia Beauty/Mount Gravat QLD	Attention: Visha Moris	Shopping Village 123	888 Beauty Parade	X	00033221	26/3/2024		Star Track Express	A	EMRAR2	20	Eye Make up Remover 250ml	$10.31 	0%	$206.18 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Mount Gravat QLD					GST	$20.62 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5426
																																																
South East Asia Beauty/Robina QLD		South East Asia Beauty/Robina QLD	Attention: Reinanda Kerr	Shopping Village 123	888 Beauty Parade	X	00033222	26/3/2024		Star Track Express	A	MISC	1	"The Eye Make up Remover was out of stock, the stock just arrived, our apolgies"	$0.00 	0%	$0.00 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Robina QLD					GST	$0.00 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4206
South East Asia Beauty/Robina QLD		South East Asia Beauty/Robina QLD	Attention: Reinanda Kerr	Shopping Village 123	888 Beauty Parade	X	00033222	26/3/2024		Star Track Express	A	EMRAR2	5	Eye Make up Remover 250ml	$10.31 	0%	$51.55 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Robina QLD					GST	$5.15 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4206
																																																
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033223	26/3/2024		Capital Transport	A	MISC	1	"The Eye Makeup Remover was out of stock, the stock just arrived, our apologies"	$0.00 	0%	$0.00 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$0.00 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
South East Asia Beauty/Soul Pattinson NSW		South East Asia Beauty/Soul Pattinson NSW	Attention: Nax Pior	Shopping Village 123	888 Beauty Parade	X	00033223	26/3/2024		Capital Transport	A	EMRAR2	2	Eye Make up Remover 250ml	$10.31 	0%	$20.62 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Soul Pattinson NSW					GST	$2.06 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4959
																																																
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033224	26/3/2024		Star Track Express	A	MISC	1	"The Eye Makeup Remover was out of stock, the stock just arrived, our apologies"	$0.00 	0%	$0.00 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$0.00 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033224	26/3/2024		Star Track Express	A	EMRAR2	4	Eye Make up Remover 250ml	$10.31 	0%	$41.24 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$4.12 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
																																																
South East Asia Beauty/Highpoint SC VIC		South East Asia Beauty/Highpoint SC VIC	Attn: Emillia Esmeralda	Shopping Village 123	888 Beauty Parade	X	00033225	26/3/2024		Star Track Express	A	EMRAR2	20	Eye Make up Remover 250ml	$10.31 	0%	$206.18 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Highpoint SC VIC					GST	$20.62 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4125
																																																
South East Asia Beauty/Eastland VIC		South East Asia Beauty/Eastland VIC	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033227	27/3/2024	SMT	TNT	A	DMWLA96	3	Latex Make-up Wedges (96/pack)	$28.64 	0%	$85.91 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Eastland VIC					GST	$8.59 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5521
South East Asia Beauty/Eastland VIC		South East Asia Beauty/Eastland VIC	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033227	27/3/2024	SMT	TNT	A	HBCVS2	5	Cosmetic Brush Cleaner 500ml	$15.51 	0%	$77.55 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Eastland VIC					GST	$7.76 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5521
South East Asia Beauty/Eastland VIC		South East Asia Beauty/Eastland VIC	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033227	27/3/2024	SMT	TNT	A	DMALG50B	1	Lip Gloss Wands Bamboo Handle	$12.46 	0%	$12.46 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Eastland VIC					GST	$1.24 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5521
South East Asia Beauty/Eastland VIC		South East Asia Beauty/Eastland VIC	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033227	27/3/2024	SMT	TNT	A	EMRAR2	5	Eye Make up Remover 250ml	$10.31 	0%	$51.54 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Eastland VIC					GST	$5.16 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5521
South East Asia Beauty/Eastland VIC		South East Asia Beauty/Eastland VIC	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033227	27/3/2024	SMT	TNT	A	FHC	1	Standard Freight & Handling	$27.49 	0%	$27.49 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Eastland VIC					GST	$2.75 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5521
																																																
South East Asia Beauty/Chadstone VIC		South East Asia Beauty/Chadstone VIC	Attn: Terra Sien	Shopping Village 123	888 Beauty Parade	X	00033224	26/3/2024		Star Track Express	A	FHC	1	Standard Freight & Handling	$20.68 	0%	$20.68 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Chadstone VIC					GST	$2.07 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3701
																																																
South East Asia Beauty/Macquarie Centre NSW		South East Asia Beauty/Macquarie Centre NSW	Attention: Store Manager	Shopping Village 123	888 Beauty Parade	X	00033220	26/3/2024		Fastway Sydney Metro	A	FHC	1	Standard Freight & Handling	$20.68 	0%	$20.68 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Macquarie Centre NSW					GST	$2.07 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3505
																																																
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033155	26/3/2024		Star Track Express	A	DCTBA200	6	Cotton Tips Bamboo Stick 200pk	$3.18 	0%	$19.09 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$1.91 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
South East Asia Beauty/Melbourne Central VIC		South East Asia Beauty/Melbourne Central VIC	BAMBOO COTTON TIPS ONLY			X	00033155	26/3/2024		Star Track Express	A	FHC	1	Standard Freight & Handling	$39.22 	0%	$39.22 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Melbourne Central VIC					GST	$3.92 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	3509
																																																
South East Asia Beauty/Mount Gravat QLD		South East Asia Beauty/Mount Gravat QLD	Attention: Visha Moris	Shopping Village 123	888 Beauty Parade	X	00033221	26/3/2024		Star Track Express	A	FHC	1	Standard Freight & Handling	$39.47 	0%	$39.47 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Mount Gravat QLD					GST	$3.94 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	5426
																																																
South East Asia Beauty/Highpoint SC VIC		South East Asia Beauty/Highpoint SC VIC	Attn: Emillia Esmeralda	Shopping Village 123	888 Beauty Parade	X	00033225	26/3/2024		Star Track Express	A	MISC	1	"The Eye Makeup Remover was out of stock, the stock just arrived, our apolgies"	$27.49 	0%	$27.49 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Highpoint SC VIC					GST	$2.75 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4125
																																																
South East Asia Beauty/Robina QLD		South East Asia Beauty/Robina QLD	Attention: Reinanda Kerr	Shopping Village 123	888 Beauty Parade	X	00033222	26/3/2024		Star Track Express	A	FHC	1	Standard Freight & Handling	$20.68 	0%	$20.68 		30 Days from Date of Invoice	Sale; South East Asia Beauty/Robina QLD					GST	$2.07 	$0.00 	GST	$0.00 	O	2	0	30	0	0	$0.00 											*None	4206
